Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,churn_probability,predicted_churn,estimated_annual_revenue,risk_segment
Female,Yes,No,Yes,62,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,100.69,6242.78,0.008857476,0,1208.28,Low Risk
Male,No,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.7,545.3,0.00934257,0,344.4,Low Risk
Female,No,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.35,1267.3,0.13331461,0,400.20000000000005,Low Risk
Male,Yes,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.43,7047.95,0.047661506,0,1301.16,Low Risk
Male,Yes,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.06,230.6,0.008369274,0,276.71999999999997,Low Risk
Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.81,455.63,0.0061521493,0,237.71999999999997,Low Risk
Female,Yes,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.89,1518.29,0.004671515,0,298.68,Low Risk
Female,No,No,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.43,1078.88,0.014288224,0,809.1600000000001,Low Risk
Male,Yes,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,93.57,1684.26,0.13232294,0,1122.84,Low Risk
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,95.67,95.67,0.33869198,1,1148.04,Medium Risk
Male,Yes,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.09,1756.3,0.027565155,0,301.08,Low Risk
Female,No,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.27,425.4,0.012501291,0,255.24,Low Risk
Male,No,No,Yes,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.35,3823.95,0.08229326,0,1240.1999999999998,Low Risk
Male,No,Yes,No,63,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.85,4337.55,0.16063489,0,826.1999999999999,Low Risk
Female,No,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,105.32,1579.8,0.051369272,0,1263.84,Low Risk
Male,Yes,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,102.35,2149.35,0.066439174,0,1228.1999999999998,Low Risk
Male,No,No,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,88.03,2728.93,0.0125537375,0,1056.3600000000001,Low Risk
Female,Yes,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,74.24,3860.48,0.15755875,0,890.8799999999999,Low Risk
Female,Yes,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),115.01,2185.19,0.04727567,0,1380.1200000000001,Low Risk
Female,Yes,No,No,51,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),39.64,2021.64,0.025893414,0,475.68,Low Risk
Male,Yes,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.19,755.7,0.05351508,0,302.28000000000003,Low Risk
Female,No,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),84.96,509.76,0.02719486,0,1019.52,Low Risk
Male,Yes,No,Yes,46,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,56.24,2587.04,0.08053758,0,674.88,Low Risk
Female,Yes,No,No,71,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.22,5482.62,0.1676494,0,926.64,Low Risk
Male,Yes,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.28,1456.8,0.097762115,0,291.36,Low Risk
Male,No,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,109.56,7230.96,0.08946746,0,1314.72,Low Risk
Female,No,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.93,1483.66,0.02298525,0,287.15999999999997,Low Risk
Female,No,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.82,1729.2,0.021200728,0,345.84000000000003,Low Risk
Female,Yes,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,98.6,2859.4,0.12571189,0,1183.1999999999998,Low Risk
Male,Yes,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.92,2035.2,0.020272374,0,407.04,Low Risk
Male,Yes,No,Yes,68,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.75,6171.0,0.008251848,0,1089.0,Low Risk
Female,Yes,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,68.93,4756.17,0.023817383,0,827.1600000000001,Low Risk
Male,Yes,No,No,12,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),45.13,541.56,0.19441196,0,541.5600000000001,Low Risk
Female,Yes,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.92,996.8,0.010031218,0,299.04,Low Risk
Male,Yes,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.91,772.21,0.03412195,0,298.92,Low Risk
Female,Yes,Yes,No,71,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),81.68,5799.28,0.054545436,0,980.1600000000001,Low Risk
Female,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),80.54,402.7,0.09765164,0,966.48,Low Risk
Female,No,No,Yes,41,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.21,1443.61,0.053831607,0,422.52,Low Risk
Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,1366.8,0.003972949,0,241.20000000000002,Low Risk
Male,Yes,Yes,No,47,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,75.81,3563.07,0.036730897,0,909.72,Low Risk
Male,No,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.02,1050.7,0.042545184,0,360.24,Low Risk
Female,Yes,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.59,936.39,0.06345906,0,535.08,Low Risk
Female,Yes,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.19,4681.79,0.12898238,0,1370.28,Low Risk
Female,No,No,Yes,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,43.22,2161.0,0.013383402,0,518.64,Low Risk
Male,No,No,Yes,42,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.98,2561.16,0.08164216,0,731.76,Low Risk
Male,No,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,100.54,703.78,0.05548318,0,1206.48,Low Risk
Male,Yes,No,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.98,2650.98,0.054025847,0,623.76,Low Risk
Female,Yes,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.14,20.14,0.050304633,0,241.68,Low Risk
Female,No,No,Yes,31,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),42.37,1313.47,0.013871304,0,508.43999999999994,Low Risk
Female,Yes,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.39,3101.7,0.00546466,0,1240.68,Low Risk
Female,No,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.2,1324.0,0.10983972,0,794.4000000000001,Low Risk
Female,Yes,No,Yes,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,57.02,0.0,0.09747248,0,684.24,Low Risk
Male,Yes,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.96,461.12,0.0328842,0,251.52,Low Risk
Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.48,1061.76,0.29551837,0,1061.76,Low Risk
Male,Yes,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.36,584.64,0.0045332625,0,292.32,Low Risk
Male,Yes,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.53,1292.73,0.04032177,0,378.36,Low Risk
Male,No,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.77,2000.05,0.0069940356,0,369.24,Low Risk
Male,No,No,No,63,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),113.16,7129.08,0.16620359,0,1357.92,Low Risk
Female,No,Yes,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),60.61,1939.52,0.07291099,0,727.3199999999999,Low Risk
Female,No,No,No,63,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),102.27,6443.01,0.13091649,0,1227.24,Low Risk
Male,No,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,72.26,1083.9,0.012406958,0,867.1200000000001,Low Risk
Male,No,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.35,2928.6,0.11190927,0,976.1999999999999,Low Risk
Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.74,537.4,0.16913985,0,644.88,Low Risk
Male,No,No,No,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),77.68,2175.04,0.11394925,0,932.1600000000001,Low Risk
Male,No,Yes,No,24,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.74,1649.76,0.20816422,0,824.8799999999999,Low Risk
Male,Yes,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.93,2985.57,0.06553768,0,731.16,Low Risk
Female,Yes,Yes,Yes,68,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,91.61,6229.48,0.005156809,0,1099.32,Low Risk
Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.13,2328.25,0.37767464,1,1117.56,Medium Risk
Female,No,No,No,22,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.68,1202.96,0.33412513,1,656.16,Medium Risk
Female,No,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.06,1263.78,0.0111112725,0,240.71999999999997,Low Risk
Female,No,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,112.79,3609.28,0.014833126,0,1353.48,Low Risk
Female,Yes,Yes,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.02,6550.18,0.22682872,0,1332.24,Low Risk
Male,Yes,No,Yes,68,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,43.9,2985.2,0.005552618,0,526.8,Low Risk
Female,Yes,Yes,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.44,3137.16,0.3373096,1,965.28,Medium Risk
Female,Yes,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,51.13,1227.12,0.0640909,0,613.5600000000001,Low Risk
Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.64,2177.28,0.040560495,0,967.6800000000001,Low Risk
Female,Yes,Yes,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.49,1377.48,0.034073334,0,317.88,Low Risk
Male,No,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.2,1100.4,0.0077059884,0,314.4,Low Risk
Female,Yes,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.94,119.88,0.1856692,0,719.28,Low Risk
Male,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.14,3659.88,0.25726783,0,1045.68,Low Risk
Male,No,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.59,4177.04,0.0032774922,0,895.08,Low Risk
Male,No,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),83.59,1755.39,0.17470035,0,1003.08,Low Risk
Female,No,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.36,1588.16,0.04940006,0,340.32,Low Risk
Male,No,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),98.11,3728.18,0.018101873,0,1177.32,Low Risk
Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.42,730.08,0.008884425,0,365.04,Low Risk
Female,No,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.79,2156.98,0.09519039,0,417.48,Low Risk
Male,No,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.93,1316.15,0.007406074,0,287.15999999999997,Low Risk
Male,No,No,Yes,31,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,47.71,1479.01,0.021085028,0,572.52,Low Risk
Male,Yes,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,72.62,726.2,0.12015331,0,871.44,Low Risk
Female,Yes,No,Yes,50,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),61.25,3062.5,0.009204855,0,735.0,Low Risk
Male,Yes,No,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),72.5,1232.5,0.070725136,0,870.0,Low Risk
Female,Yes,Yes,Yes,37,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.26,2192.62,0.03894621,0,711.12,Low Risk
Female,Yes,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.84,724.68,0.0060913465,0,322.08,Low Risk
Female,No,No,No,43,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.31,3238.33,0.14907967,0,903.72,Low Risk
Male,Yes,Yes,No,31,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.69,3152.39,0.4242843,1,1220.28,Medium Risk
Male,No,No,Yes,44,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.39,3361.16,0.04958818,0,916.6800000000001,Low Risk
Male,No,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),81.45,5620.05,0.12045228,0,977.4000000000001,Low Risk
Male,No,No,Yes,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,67.7,1150.9,0.01413948,0,812.4000000000001,Low Risk
Male,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,98.85,1087.35,0.70645463,1,1186.1999999999998,High Risk
Male,No,No,No,46,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,76.86,3535.56,0.06489408,0,922.3199999999999,Low Risk
Female,Yes,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.76,1082.64,0.029400295,0,333.12,Low Risk
Female,No,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.51,579.69,0.15849641,0,366.12,Low Risk
Female,Yes,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1120.15,0.07730286,0,312.6,Low Risk
Male,No,No,Yes,70,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),63.86,4470.2,0.0145225935,0,766.3199999999999,Low Risk
Male,Yes,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.55,32.55,0.33575207,1,390.59999999999997,Medium Risk
Female,Yes,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.25,2126.25,0.046915334,0,567.0,Low Risk
Female,No,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.5,269.5,0.044485983,0,294.0,Low Risk
Male,Yes,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.37,440.55,0.013848005,0,352.44,Low Risk
Female,No,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.95,1467.55,0.011726019,0,359.4,Low Risk
Female,Yes,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.9,63.8,0.07741367,0,382.79999999999995,Low Risk
Male,Yes,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.12,2256.76,0.13792603,0,1177.44,Low Risk
Female,No,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,65.31,0.0,0.4548962,1,783.72,Medium Risk
Male,Yes,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),38.72,696.96,0.024650853,0,464.64,Low Risk
Male,No,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.44,654.08,0.042398628,0,245.28000000000003,Low Risk
Male,No,Yes,No,19,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,96.57,1834.83,0.14698191,0,1158.84,Low Risk
Female,Yes,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.14,3710.76,0.21470533,0,1309.68,Low Risk
Female,Yes,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.68,1377.6,0.08451402,0,236.16,Low Risk
Female,Yes,No,No,61,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,80.92,4936.12,0.011010439,0,971.04,Low Risk
Female,No,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.88,1029.6,0.103459276,0,274.56,Low Risk
Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.08,242.88,0.20737095,0,264.96,Low Risk
Male,No,No,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,105.13,5677.02,0.013403143,0,1261.56,Low Risk
Male,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,53.66,1180.52,0.079939656,0,643.92,Low Risk
Male,No,No,No,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.62,2945.94,0.111440025,0,955.44,Low Risk
Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.6,4257.0,0.24832009,0,1135.1999999999998,Low Risk
Male,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,75.43,2413.76,0.007983865,0,905.1600000000001,Low Risk
Male,No,No,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.05,3602.25,0.03919588,0,960.5999999999999,Low Risk
Female,Yes,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.14,2109.8,0.030697694,0,361.68,Low Risk
Male,Yes,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.23,291.68,0.0053077852,0,218.76,Low Risk
Female,No,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.47,5030.67,0.19911125,0,989.64,Low Risk
Female,Yes,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.69,1836.16,0.036066715,0,344.28000000000003,Low Risk
Male,No,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.01,1680.24,0.14467321,0,840.1200000000001,Low Risk
Female,No,Yes,No,6,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.99,305.94,0.6974573,1,611.88,High Risk
Male,Yes,No,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.71,3121.56,0.11908967,0,1040.52,Low Risk
Male,No,No,No,67,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,66.48,4454.16,0.06945619,0,797.76,Low Risk
Male,Yes,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.91,818.19,0.03149602,0,1090.92,Low Risk
Female,No,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),117.79,942.32,0.7966689,1,1413.48,High Risk
Female,Yes,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.25,2031.25,0.041638236,0,375.0,Low Risk
Male,Yes,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.03,30.03,0.02850422,0,360.36,Low Risk
Male,No,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.05,463.05,0.07704687,0,264.6,Low Risk
Male,No,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.91,621.66,0.006079551,0,286.92,Low Risk
Male,No,Yes,No,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.58,3092.46,0.08719037,0,1002.96,Low Risk
Female,Yes,No,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),42.42,1739.22,0.013061224,0,509.04,Low Risk
Male,No,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.07,505.68,0.012396009,0,252.84,Low Risk
Male,Yes,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.16,801.28,0.11688605,0,1201.92,Low Risk
Male,Yes,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,41.96,1300.76,0.0069156894,0,503.52,Low Risk
Female,No,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.24,844.44,0.048699554,0,326.88,Low Risk
Female,Yes,No,Yes,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,81.08,0.0,0.20731965,0,972.96,Low Risk
Female,Yes,Yes,Yes,13,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.23,1302.99,0.3104527,1,1202.76,Medium Risk
Male,No,Yes,No,36,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.09,2811.24,0.45594177,1,937.08,Medium Risk
Male,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.73,181.84,0.09295055,0,272.76,Low Risk
Male,No,No,No,63,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,97.47,6140.61,0.025703035,0,1169.6399999999999,Low Risk
