Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.6,4257.0
Male,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,75.43,2413.76
Male,No,No,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.05,3602.25
Female,Yes,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.14,2109.8
Male,Yes,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.23,291.68
Female,No,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.47,5030.67
Female,Yes,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.69,1836.16
Male,No,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.01,1680.24
Female,No,Yes,No,6,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.99,305.94
Male,Yes,No,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.71,3121.56
Male,No,No,No,67,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,66.48,4454.16
Male,Yes,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.91,818.19
Female,No,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),117.79,942.32
Female,Yes,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.25,2031.25
Male,Yes,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.03,30.03
Male,No,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.05,463.05
Male,No,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.91,621.66
Male,No,Yes,No,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.58,3092.46
Female,Yes,No,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),42.42,1739.22
Male,No,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.07,505.68
Male,Yes,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.16,801.28
Male,Yes,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,41.96,1300.76
Female,No,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.24,844.44
Female,Yes,No,Yes,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,81.08,0.0
Female,Yes,Yes,Yes,13,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.23,1302.99
Male,No,Yes,No,36,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.09,2811.24
Male,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.73,181.84
Male,No,No,No,63,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,97.47,6140.61
Female,Yes,No,Yes,11,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,37.98,417.78
Female,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,53.58,1660.98
Female,Yes,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),72.18,3320.28
Female,No,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69.0,2484.0
Male,No,Yes,No,11,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.13,837.43
Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.21,529.41
Male,No,No,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,62.58,1877.4
Female,Yes,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,50.72,253.6
Male,No,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.53,2017.92
Male,Yes,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.12,320.32
Female,Yes,No,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.87,1834.02
Male,No,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),43.96,1758.4
Female,No,Yes,Yes,72,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),53.34,3840.48
Male,No,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.96,159.8
Female,No,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),74.29,668.61
Female,Yes,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,71.91,575.28
Male,No,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,83.49,584.43
Male,Yes,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.67,256.7
Male,Yes,Yes,No,43,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),83.28,3581.04
Male,Yes,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),74.6,3058.6
Male,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.64,415.68
Male,No,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),90.7,90.7
Female,Yes,Yes,No,54,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,3785.4
Male,Yes,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.88,1756.44
Male,Yes,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),74.11,1037.54
Female,No,No,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,43.52,0.0
Female,Yes,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.95,1131.3
Male,Yes,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.7,1035.0
Male,Yes,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.5,465.5
Female,Yes,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.26,1187.88
Female,Yes,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.09,261.17
Male,Yes,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),45.51,2093.46
Female,Yes,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.33,81.33
Male,Yes,No,Yes,27,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.96,1213.92
Female,No,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.7,1792.8
Female,No,No,No,13,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),114.47,1488.11
Female,No,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.6,1240.4
Female,Yes,No,Yes,59,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),63.05,3719.95
Female,No,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,78.56,1964.0
Male,No,Yes,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),58.49,3450.91
Female,No,No,Yes,71,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,112.15,7962.65
Male,Yes,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.31,394.03
Male,No,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.93,2307.69
Male,No,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.12,1488.84
Female,Yes,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.2,1191.4
Male,No,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,108.02,108.02
Male,Yes,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.73,1309.77
Female,No,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),36.43,473.59
Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),74.89,4118.95
Male,No,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.33,623.26
Male,Yes,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.53,315.42
Male,No,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),106.69,1280.28
Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,71.04,568.32
Male,No,No,Yes,62,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.76,4573.12
Female,No,No,No,62,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,75.64,4689.68
Female,Yes,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.6,1927.8
Male,Yes,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.97,733.95
Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.09,482.16
Male,Yes,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.49,1621.91
Female,Yes,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.61,5081.38
Male,No,No,Yes,11,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),58.66,645.26
Female,No,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.82,2121.16
Male,No,No,Yes,48,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.38,2706.24
Male,Yes,No,Yes,17,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),55.15,937.55
Male,Yes,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.66,255.58
Male,Yes,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.18,4367.88
Male,Yes,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.23,2797.13
Female,Yes,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.18,58.36
Female,No,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.68,1428.84
Female,No,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),80.41,2894.76
Female,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.93,1211.85
Male,No,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.15,393.55
Female,No,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.24,547.84
Male,Yes,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.1,313.2
Male,No,No,Yes,7,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),51.06,357.42
Male,Yes,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.86,1417.32
Male,Yes,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.51,1157.26
Female,Yes,Yes,No,54,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,46.53,2512.62
Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.14,4461.3
Female,No,No,Yes,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.29,2196.18
Female,Yes,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.83,283.79
Female,Yes,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.62,88.86
Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,115.9,6258.6
Male,Yes,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.71,50.71
Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.5,193.5
Female,No,No,No,31,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.92,2291.52
Male,Yes,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.99,123.96
Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,72.22,2744.36
Female,Yes,No,Yes,69,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.29,5402.01
Female,No,No,No,72,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,74.98,5398.56
Female,No,No,Yes,35,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,112.38,3933.3
Female,Yes,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.35,1455.75
Male,No,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.56,6359.36
Male,Yes,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.49,2099.6
Male,Yes,Yes,No,47,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),51.75,2432.25
Female,Yes,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,53.94,269.7
Female,Yes,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.46,2193.12
Female,No,No,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,57.25,2118.25
Female,Yes,No,No,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,109.79,3183.91
Male,No,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),107.14,6749.82
Male,Yes,Yes,Yes,65,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,86.84,5644.6
Male,No,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),99.68,5681.76
Female,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.93,1031.16
Male,No,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.18,974.16
Male,Yes,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),45.16,541.92
Male,No,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.42,1776.3
Female,Yes,No,No,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,47.3,2743.4
Male,No,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,73.36,4548.32
Male,No,No,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),109.84,3295.2
Female,Yes,Yes,Yes,36,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),117.82,4241.52
Female,Yes,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),103.75,5395.0
Female,No,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.72,738.48
Female,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.38,1929.84
Female,Yes,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.58,1510.6
Female,Yes,No,Yes,47,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.07,4468.29
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,623.1
Female,Yes,Yes,Yes,64,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),74.24,4751.36
Female,No,Yes,Yes,33,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),94.17,3107.61
Male,No,No,No,69,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),63.16,4358.04
Male,Yes,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.25,578.5
Male,Yes,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.74,1234.48
Female,Yes,No,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.5,1881.5
Female,No,Yes,Yes,54,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.49,4238.46
Female,Yes,No,Yes,70,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,96.12,6728.4
Male,No,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,70.49,4652.34
Female,Yes,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.8,619.2
Male,Yes,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,98.06,4314.64
Male,Yes,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.74,434.28
Female,No,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.89,0.0
Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.69,1580.16
Female,No,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.43,429.03
Female,Yes,No,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.95,1736.9
Female,No,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.08,2616.12
Female,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.28,4076.24
Female,Yes,Yes,No,7,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,80.29,562.03
Female,No,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.65,1047.6
Female,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.56,3809.04
Male,No,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.92,896.52
Male,No,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,82.97,2903.95
Female,No,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.68,1958.88
Male,Yes,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.46,1240.56
Male,No,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.19,963.27
Female,No,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.78,79.12
Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),99.68,1196.16
Female,Yes,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.82,1067.26
Female,No,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.46,256.38
Female,Yes,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.51,1341.18
Male,No,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.68,356.16
Female,No,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,52.34,2564.66
Male,Yes,No,No,43,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.1,2154.3
Male,No,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.96,1246.44
Male,Yes,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.46,1797.14
Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.32,1990.56
Female,No,No,Yes,57,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,113.52,6470.64
Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),114.46,6295.3
Female,No,No,Yes,69,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.88,3441.72
Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.46,204.6
Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),116.37,581.85
Female,Yes,Yes,No,10,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.67,636.7
Male,No,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,83.74,1926.02
Male,Yes,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.1,842.8
Female,No,Yes,No,43,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,103.65,4456.95
Male,No,No,Yes,26,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.24,2632.24
Female,Yes,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.24,607.2
